sha,message,jaccard_score,rater1_labels,rater2_labels,only_rater1,only_rater2,common_labels
52cdaeb7c3f5c821464c094bb6f7d9f90487312f,"test: ✅ improve async server tests

- rename test for clarity and loosen regex

- add help guide and link from README

- update server usage docs",0.25,"Bad Identifier​, Inconsistent or Disrupted Formatting​","Bad Identifier​, Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​",Inconsistent or Disrupted Formatting​,"Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​",Bad Identifier​
53b8a5862597456ab7ffc9463dcd07a6dcdf1437,fix: Import tiktoken in token_counter method and update test stubs for clarity,0.3333333333333333,"Bad Identifier​, Complex, Long, or Inadequate Logic​","Complex, Long, or Inadequate Logic​, Inconsistent or Disrupted Formatting​",Bad Identifier​,Inconsistent or Disrupted Formatting​,"Complex, Long, or Inadequate Logic​"
56990b8f8742004df2ae8652d8d413a3cfb0624e,Add readable CombatResult output,0.3333333333333333,"Inconsistent or Disrupted Formatting​, Wrong, Missing, or Inadequate String Expression or Literal​","Inadequate Logging and Monitoring​, Wrong, Missing, or Inadequate String Expression or Literal​",Inconsistent or Disrupted Formatting​,Inadequate Logging and Monitoring​,"Wrong, Missing, or Inadequate String Expression or Literal​"
5748e266e6610286d72af510e60effd33bfd3e8e,Merge branch 'main' into cursor/improve-dashboard-formatting-for-clarity-5c86,0.0,Inconsistent or Disrupted Formatting​,,Inconsistent or Disrupted Formatting​,,
5823dfccfaeb82c90bf9d862d4a1f0c01c23aa22,"refactor: rename message_file to stdout_file in from_completed_process

- Rename parameter from message_file to stdout_file for better clarity
- Update caller in run_docker_command() to use new parameter name
- Addresses GitHub PR feedback from @aaronsteers

Co-Authored-By: AJ Steers <aj@airbyte.io>",0.0,"Complex, Long, or Inadequate Logic​, Inadequate Logging and Monitoring​",Bad Identifier​,"Complex, Long, or Inadequate Logic​, Inadequate Logging and Monitoring​",Bad Identifier​,
58c3c383c83ebca5e472c95407e6dac59918f179,"Add --log-level option and improve JSON formatting

- Add --log-level option to both hal_query.py and prepare_catalog.py with INFO as default
- Change JSON output to use indent=2 for better readability
- Add detailed DEBUG logging for working paper/article pairs during exclusion
- Enable requests debug logging only when --log-level=debug is specified

Addresses GitHub PR feedback for improved logging and formatting.

Co-Authored-By: Minh Ha-Duong <minh.haduong@gmail.com>",0.25,"Bad Identifier​, Inadequate Logging and Monitoring​, Inconsistent or Disrupted Formatting​","Inadequate Logging and Monitoring​, Wrong, Missing, or Inadequate String Expression or Literal​","Bad Identifier​, Inconsistent or Disrupted Formatting​","Wrong, Missing, or Inadequate String Expression or Literal​",Inadequate Logging and Monitoring​
5ac01ab74cc5c1f8ef2ea1935d177dd8b4b6a954,Improve readability for downloads and show disabled plans,0.3333333333333333,"Complex, Long, or Inadequate Logic​, Inconsistent or Disrupted Formatting​","Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​",Inconsistent or Disrupted Formatting​,Incomplete or Inadequate Code Documentation​,"Complex, Long, or Inadequate Logic​"
5c00ddd4b4d77dafef5c3bcb9b4cae5b2cb54ff2,"Improve FastAPI tracing example

- Add health check endpoint for monitoring
- Add error handling and exception tracking in spans
- Add type hints for better code clarity
- Enhance README with detailed usage instructions
- Add .gitignore for Python projects
- Record prediction value as span attribute

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",0.0,"Bad Identifier​, Inconsistent or Disrupted Formatting​","Complex, Long, or Inadequate Logic​, Inadequate Logging and Monitoring​, Incomplete or Inadequate Code Documentation​","Bad Identifier​, Inconsistent or Disrupted Formatting​","Complex, Long, or Inadequate Logic​, Inadequate Logging and Monitoring​, Incomplete or Inadequate Code Documentation​",
5e258bd04de870da22cc12348d48aa2a9e748502,Refactor tokenizer for clarity,0.3333333333333333,Bad Identifier​,"Bad Identifier​, Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​",,"Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​",Bad Identifier​
5f0e613453482a28ab38ed25e8c60b873152e88b,"Improve EMPATHY_PROMPT formatting with line breaks for readability

Co-authored-by: amirbiron <amirbiron@gmail.com>",0.0,Inconsistent or Disrupted Formatting​,"Wrong, Missing, or Inadequate String Expression or Literal​",Inconsistent or Disrupted Formatting​,"Wrong, Missing, or Inadequate String Expression or Literal​",
64ac5281726a08dac75691b67e6a4ef257d2b588,"Improves GUI layout and labeling

- Reduce input field width and adjust its position
- Rename file-open button to ""Abrir"" for clarity
- Expand sample size label text and realign its entry and button",0.0,"Bad Identifier​, Inconsistent or Disrupted Formatting​","Wrong, Missing, or Inadequate String Expression or Literal​","Bad Identifier​, Inconsistent or Disrupted Formatting​","Wrong, Missing, or Inadequate String Expression or Literal​",
68afd5c9e677e626218e7dc4b2584ff5c1e61b3e,"Replace chr() functions with json.dumps for cleaner email escaping

- Address GitHub comment requesting 'normal strings' instead of chr(39)/chr(92)
- Use json.dumps for proper email escaping in JavaScript strings
- Maintains XSS protection while improving code readability
- Eliminates f-string syntax conflicts that required chr() workaround

Co-Authored-By: Alek <alek@pynecone.io>",0.0,"Bad Identifier​, Wrong, Missing, or Inadequate String Expression or Literal​","Complex, Long, or Inadequate Logic​","Bad Identifier​, Wrong, Missing, or Inadequate String Expression or Literal​","Complex, Long, or Inadequate Logic​",
697528b48bfd7632bc110b73c9684b98ac87b5d9,Handle unreadable images during training,0.0,"Complex, Long, or Inadequate Logic​, Inadequate Logging and Monitoring​",,"Complex, Long, or Inadequate Logic​, Inadequate Logging and Monitoring​",,
6983e2566b32b0d5ffa6503588251cfa0265de7b,"Rename chat button for clarity

Co-Authored-By: aman Kumar <amandsit@gmail.com>",0.0,Bad Identifier​,Incomplete or Inadequate Code Documentation​,Bad Identifier​,Incomplete or Inadequate Code Documentation​,
6da3c0279a4c0a39cc332983d678132b973ee347,"refactor: enhance test data consistency by utilizing TestDataFactory

- Replaced direct model instantiation with TestDataFactory in various test files to ensure consistent and email-compatible user creation.
- Updated test setup methods across multiple test cases to leverage TestDataFactory for creating churches, users, profiles, and fasts.
- Improved readability and maintainability of test code by centralizing test data creation logic.",0.3333333333333333,"Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​, Missing Constant Usage​","Complex, Long, or Inadequate Logic​","Incomplete or Inadequate Code Documentation​, Missing Constant Usage​",,"Complex, Long, or Inadequate Logic​"
7043da2a6ce805e6057af43099337b38c7a8c613,Refactor test board helper methods for improved readability and reusability,0.0,"Complex, Long, or Inadequate Logic​, Inconsistent or Disrupted Formatting​",,"Complex, Long, or Inadequate Logic​, Inconsistent or Disrupted Formatting​",,
7090d0d70913ad8dd66840daa9f13832d5a87e0d,"Implement Delphi integration for CrossCoder interpretability (Issue #703)

This commit adds comprehensive integration with the Delphi interpretability library,
enabling advanced feature analysis for CrossCoder models.

Key features:
- CrossCoder adapters for Delphi compatibility (single and dual model)
- Modified latent cache supporting dual model activation collection
- Anthropic Batch API integration for 10-100x faster processing
- Token alignment and chat template handling for different architectures
- HTML visualizations with feature explanations and scores
- Configuration-driven pipeline with YAML inheritance

Components:
- src/crosscoder/delphi_integration/: Core integration modules
  - crosscoder_adapter.py: Adapters for Delphi's sparse coder interface
  - crosscoder_cache.py: Extended cache for dual model activations
  - batch_explainer.py: Batch API for efficient explanation generation
  - tokenization_bridge.py: Handles chat templates and alignment
- experiments/delphi_analysis/: Analysis pipeline and testing
- configs/delphi_analysis/: YAML configurations
- delphi/: Complete Delphi library included as subfolder

The integration processes millions of tokens efficiently, generates human-readable
explanations for features, and scores their quality using multiple metrics.

Co-Authored-By: Claude <noreply@anthropic.com>",0.0,"Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​",,"Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​",,
759dce6e8c0195ed6d3a6e92844db12fa41c9bca,"fix: remove Load Demo Data and Try Live Demo buttons, replace with upload instructions

- Remove problematic Load Demo Data button that was causing CORS issues
- Remove Try Live Demo button that was redirecting to same page
- Replace with clean instruction box guiding users to upload documents
- Update PerformanceMetrics to show static demo values instead of API calls
- Maintain all Redis branding improvements (bigger logo, readable text)
- Provide clear guidance for testing with suggested document types",0.3333333333333333,"Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​, Unnecessary Code​",Unnecessary Code​,"Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​",,Unnecessary Code​
759e274b8f44523b994a499e1f92414c621b8620,"Improve dependency resolution in object graph

The _provide() function in the MyObjectGraph class has been reworked to improve the process of dependency resolution. The logic now accumulates resolved dependencies in a results dictionary, using a stack to handle dependency traversal. Along with these changes, additional type hinting and logging has been introduced in test_design.py for better readability and troubleshooting.",0.25,"Complex, Long, or Inadequate Logic​, Inadequate Logging and Monitoring​, Inconsistent or Disrupted Formatting​","Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​","Inadequate Logging and Monitoring​, Inconsistent or Disrupted Formatting​",Incomplete or Inadequate Code Documentation​,"Complex, Long, or Inadequate Logic​"
77118ce1b32955b5511138810965998d359a69a2,Reorder helper functions for readability,0.0,"Bad Identifier​, Inconsistent or Disrupted Formatting​","Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​","Bad Identifier​, Inconsistent or Disrupted Formatting​","Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​",
779839fd78cd3bc36989135ee1eb7ee214830a1e,refactor: streamline argument formatting in check.py and async_checker.py; improve test readability in test_check.py,0.25,"Bad Identifier​, Complex, Long, or Inadequate Logic​, Inconsistent or Disrupted Formatting​","Inconsistent or Disrupted Formatting​, Unnecessary Code​","Bad Identifier​, Complex, Long, or Inadequate Logic​",Unnecessary Code​,Inconsistent or Disrupted Formatting​
7937537177266714367e5965c63adc3781874726,Merge branch 'main' into codex/refactor-datalake-writer-for-clarity,0.0,"Complex, Long, or Inadequate Logic​",,"Complex, Long, or Inadequate Logic​",,
7b1cd3ab41c3027a6aead39e89d1ce280a1db187,"Disentangle interbroker and intercontroller protocol information

Resolves TODO comment by creating clear separation between broker and controller protocols.

- Split interbroker_security_protocol to only handle broker-to-broker communication
- Added effective_intercontroller_security_protocol for controller-to-controller communication
- Added validation to prevent misuse when brokers/controllers are not present
- Maintains backward compatibility for existing test code
- Improves API clarity and reduces confusion about protocol usage

This enhancement is critical for mining/industrial IoT deployments where
different security requirements may exist for broker and controller communication.

Co-Authored-By: unknown <>",0.0,"Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​",,"Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​",,
7b9ce6661bb68dd20e6ac97757a152b5e41de693,"Refactor API documentation and improve code clarity with documentation

Removes docstrings from API function definitions and adds them to the router endpoints for improved code maintainability.

Replit-Commit-Author: Agent
Replit-Commit-Session-Id: d5b7af23-c0f1-4cb5-bcc8-c118ce5b631f",0.0,"Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​",Unnecessary Code​,"Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​",Unnecessary Code​,
7b9f00343bea2d3a2fc0b20fab170f23aff8c43d,"feat(slideshow): add configurable image preload buffer and improve cleanup

- Added --preload-count argument to set number of images to preload (default: 20) for performance tuning.
- Made preload buffer size a configurable parameter within ImageSlideshowApp.
- Improved cache eviction and logging for preloaded images.
- Changed default slideshow delay from 3.0s to 1.0s.
- Enhanced clarity, exception handling, and code formatting (expanded compound statements, comments).
- Updated metadata (author, version) in pyproject.toml.",0.25,"Complex, Long, or Inadequate Logic​, Inadequate Logging and Monitoring​, Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​",Inconsistent or Disrupted Formatting​,"Complex, Long, or Inadequate Logic​, Inadequate Logging and Monitoring​, Incomplete or Inadequate Code Documentation​",,Inconsistent or Disrupted Formatting​
7dc3ee5cd8ff6ebcf3b80631033d68a7f7e171b9,refactor: restructure project files and update README for clarity,0.3333333333333333,"Bad Identifier​, Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​",Incomplete or Inadequate Code Documentation​,"Bad Identifier​, Inconsistent or Disrupted Formatting​",,Incomplete or Inadequate Code Documentation​
8098ce110d39e923f5f6e370fb9672fa7a4f4147,"Fix communication message logging and add debug utilities

- Fixed JSON logging to include complete simulation data with communication messages
- Enhanced TXT logging to display communication messages in human-readable format
- Added debug script for testing communication logging functionality
- Verified communication messages are properly logged in both TXT and JSON formats
- Resolves issue where communication messages were generated but not persisted to log files

Co-Authored-By: Gabor Hollbeck <hollbeckg@gmx.de>",0.0,"Complex, Long, or Inadequate Logic​, Inadequate Logging and Monitoring​",,"Complex, Long, or Inadequate Logic​, Inadequate Logging and Monitoring​",,
82ccfa3247f2a7486b2cf9d9ac27b979bbbd7058,Refactor OSM routing example for clarity and improved coordinate handling,0.3333333333333333,"Bad Identifier​, Complex, Long, or Inadequate Logic​","Complex, Long, or Inadequate Logic​, Unnecessary Code​",Bad Identifier​,Unnecessary Code​,"Complex, Long, or Inadequate Logic​"
8343d894acf086cfb23dd6372814fdcdba6d05fa,Refactor helpers and supervisor for clarity,0.25,"Complex, Long, or Inadequate Logic​, Inconsistent or Disrupted Formatting​","Bad Identifier​, Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​",Inconsistent or Disrupted Formatting​,"Bad Identifier​, Incomplete or Inadequate Code Documentation​","Complex, Long, or Inadequate Logic​"
839abf868a8575c617590f0cd725a0efdd2394ce,"Update webui.py

Added a new Flask server initialization using werkzeug.make_server with a global _server variable, enabling a graceful shutdown before restarting to prevent port conflicts

Implemented _load_ini_with_descriptions to parse comments from the .ini files and display them in the web UI for each setting

Updated the HTML template to dark mode and inserted setting descriptions beneath option labels for better clarity in the interface",0.0,"Bad Identifier​, Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​",,"Bad Identifier​, Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​",,
8c766e63f36368318d36e5e8f22e9ef89e1e7cb7,"refactor: simplify response processing by removing VertexAIParallelBase dependency

- Removed the VertexAIParallelBase type from the return annotations in `process_response` and `handle_response_model` functions to streamline type hints.
- Updated assertions in `VertexAIParallelBase` and `AnthropicParallelBase` classes for clarity and consistency.
- Enhanced overall readability and maintainability of the `process_response.py` and `parallel.py` modules.",0.25,"Bad Identifier​, Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​","Incomplete or Inadequate Code Documentation​, Unnecessary Code​","Bad Identifier​, Complex, Long, or Inadequate Logic​",Unnecessary Code​,Incomplete or Inadequate Code Documentation​
8d97ec81e832113455af4587db75d011e1ee9d72,"fix: improve API key validation and base URL handling

- Check for both None and empty string in API key validation
- Only use environment base URL if default hasn't been overridden
- Improve docstring clarity around base URL precedence

Co-Authored-By: Sudeep Pillai <sudeep@vlm.run>",0.3333333333333333,"Incomplete or Inadequate Code Documentation​, Wrong, Missing, or Inadequate String Expression or Literal​","Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​","Wrong, Missing, or Inadequate String Expression or Literal​","Complex, Long, or Inadequate Logic​",Incomplete or Inadequate Code Documentation​
9431a4e2acb0458b26d4b5fe1f7f947a6d3ea813,"refactor: Modularize large files into focused subdirectories

Address code review feedback by breaking down large modules into smaller,
focused components for improved maintainability.

## Refactoring Changes

### PRISMA Package (knowledge_storm/prisma/)
- **models.py**: Core data structures (Paper, SearchStrategy, etc.)
- **search.py**: SearchStrategyBuilder for PICO methodology
- **screening.py**: ScreeningAssistant + PRISMAScreener (80/20 rule)
- **extraction.py**: DataExtractionHelper for systematic data extraction
- **reporting.py**: ZeroDraftGenerator for overcoming blank page syndrome
- **assistant.py**: Main PRISMAAssistant orchestrator
- **__init__.py**: Clean exports for external use

### VERIFY Package (knowledge_storm/verify/)
- **models.py**: Core data structures (Claim, VerificationResult, etc.)
- **fact_checker.py**: FactChecker for claim verification
- **memory.py**: ResearchMemory for learning patterns
- **fixer.py**: TargetedFixer for surgical corrections
- **system.py**: Main VERIFYSystem orchestrator
- **__init__.py**: Clean exports for external use

## Task Management Cleanup

- Simplified verbose `details` fields in tasks.json (725 → more readable)
- Moved implementation logs to `.taskmaster/logs/` for better organization
- Preserved essential task definitions while improving JSON readability
- Created backup of original tasks.json

## Benefits

- **Maintainability**: Smaller, focused modules easier to understand/modify
- **Testability**: Components can be tested in isolation
- **Reusability**: Individual components can be imported as needed
- **Organization**: Clear separation of concerns across subdirectories
- **Documentation**: Each module has a specific, clear purpose

## Backward Compatibility

- All existing imports continue to work through __init__.py exports
- Updated test_verify_system.py to use new modular imports
- Original large files backed up as .bak files
- No breaking changes to external APIs

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",0.3333333333333333,"Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​","Complex, Long, or Inadequate Logic​","Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​",,"Complex, Long, or Inadequate Logic​"
95699a0dc3e34eefad219bb091a5ef5bc6a58b11,"refactor: migrate existing codebase to ServiceContainer architecture

Comprehensive refactoring to adopt ServiceContainer dependency injection:

**Controllers & Use Cases:**
- Update all controllers to use ServiceContainer instead of Config
- Migrate use cases from Config-based to ServiceContainer-based dependency resolution
- Improve dependency injection clarity and testability

**Repository & Service Updates:**
- Update SessionRepository implementations for ServiceContainer integration
- Refactor EnumConverter and StatusChecker services
- Enhance service interfaces for better abstraction

**DTO & Validation Improvements:**
- Update DTOs to work seamlessly with ServiceContainer
- Improve input validation integration
- Maintain backward compatibility while improving architecture

**Application Integration:**
- Update main app.py to use new SystemManager and ApplicationBootstrapper
- Integrate DLL Gateway into main application flow
- Improve error handling and system lifecycle management

**Testing Updates:**
- Update all test cases to use ServiceContainer mocking
- Improve test reliability and maintainability
- Add comprehensive test coverage for new architecture

This refactoring improves code maintainability, testability, and follows
clean architecture principles more closely.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",0.0,Incomplete or Inadequate Code Documentation​,"Complex, Long, or Inadequate Logic​",Incomplete or Inadequate Code Documentation​,"Complex, Long, or Inadequate Logic​",
957eb1c548f463052e0695efc216c8d959273411,Improve readability section output,0.0,"Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​","Complex, Long, or Inadequate Logic​, Wrong, Missing, or Inadequate String Expression or Literal​","Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​","Complex, Long, or Inadequate Logic​, Wrong, Missing, or Inadequate String Expression or Literal​",
9654e167a591391af62b7210c1e3713cd3bf06cd,Assign analysis category to readability metrics,0.0,Unnecessary Code​,"Complex, Long, or Inadequate Logic​",Unnecessary Code​,"Complex, Long, or Inadequate Logic​",
990f554b74661d5f8436861708e9c02bcc05d308,"Updated object graph to better handle dependencies

This commit improves the dependency resolution process in MyObjectGraph class by introducing a new implementation of the _provide() function. The new logic uses a result dictionary and traversal stack to handle dependency accumulation, ensuring more reliable and efficient dependency management. The changes also include added type hinting and improved logging within test_design.py to aid in readability and troubleshooting.",0.0,Unnecessary Code​,"Complex, Long, or Inadequate Logic​",Unnecessary Code​,"Complex, Long, or Inadequate Logic​",
9c4a3823300fc5eb136ef8fb4e666e6d0c0ae896,refactor: improve webhook router readability,0.3333333333333333,"Complex, Long, or Inadequate Logic​, Inconsistent or Disrupted Formatting​","Complex, Long, or Inadequate Logic​, Missing Constant Usage​",Inconsistent or Disrupted Formatting​,Missing Constant Usage​,"Complex, Long, or Inadequate Logic​"
9cbcc580f31fbfdf343dee9568481f1a0d9587a5,"Fix typos and security audit

- Replace 'geos' with 'geographies' in geotesting documentation for clarity
- Fix potential None type operation in find_doc_updates.py
- Add comprehensive security audit report showing no vulnerabilities found
- All API keys verified as legitimate public client-side keys

Co-Authored-By: xhuang@statsig.com <xhuang@statsig.com>",0.0,"Inadequate Logging and Monitoring​, Incomplete or Inadequate Code Documentation​, Wrong, Missing, or Inadequate String Expression or Literal​","Complex, Long, or Inadequate Logic​","Inadequate Logging and Monitoring​, Incomplete or Inadequate Code Documentation​, Wrong, Missing, or Inadequate String Expression or Literal​","Complex, Long, or Inadequate Logic​",
9f5cc5408efe801a4281ee4d049e634c180bd7f4,"feat: modify run_docker_command to always return EntrypointOutput

- Always store STDOUT to disk for memory efficiency
- Add returncode and stderr properties to EntrypointOutput for backward compatibility
- Update all callers in standard tests to use EntrypointOutput return type
- Improve error analysis and readability in test failure outputs
- Maintain strict backward compatibility through enhanced EntrypointOutput properties

Co-Authored-By: AJ Steers <aj@airbyte.io>",0.25,"Complex, Long, or Inadequate Logic​, Inconsistent or Disrupted Formatting​, Missing Constant Usage​","Complex, Long, or Inadequate Logic​, Inadequate Logging and Monitoring​","Inconsistent or Disrupted Formatting​, Missing Constant Usage​",Inadequate Logging and Monitoring​,"Complex, Long, or Inadequate Logic​"
a1ff5d5712204c43798a01b7576e8d80ae54ecf1,"Improve chart readability by adding font sizes to chart elements

Co-authored-by: tfreeman2 <tfreeman2@student.bccc.edu>",0.0,"Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​",,"Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​",,
a2b93b0d02f4fa25c578041de06db719dcd4149a,"Update demo.py emoji labels for better UX

- Changed emoji for user input to 🧑 for consistency
- Updated input prompt text for clarity

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",0.0,Incomplete or Inadequate Code Documentation​,Inconsistent or Disrupted Formatting​,Incomplete or Inadequate Code Documentation​,Inconsistent or Disrupted Formatting​,
a2e7ec9936e92600bac72d8c4b087b23c799e73c,"feat: Update pyright configuration and enhance BossBot client initialization

- Added `reportPrivateImportUsage` setting to `pyrightconfig.json` to suppress warnings for private import usage.
- Refactored `BossBot` class in `client.py` to improve initialization, including setting command prefix and allowed mentions.
- Introduced new attributes for bot version, guild data, app info, owner ID, invite link, and uptime to enhance bot state management.
- Updated `BossSettings` in `env.py` to include a description for the command prefix, improving clarity for configuration.

These changes enhance the type checking configuration and improve the overall structure and clarity of the BossBot implementation.",0.0,"Bad Identifier​, Inconsistent or Disrupted Formatting​","Complex, Long, or Inadequate Logic​","Bad Identifier​, Inconsistent or Disrupted Formatting​","Complex, Long, or Inadequate Logic​",
a567948548e3b99adec51c9f58ac39f1941e8987,"refactor: comprehensive code restructuring for improved maintainability

## Summary
- Eliminated 15+ auto_feature_*.py files into clean feature modules
- Split 800+ line routes.py into domain-specific modules
- Simplified configuration management with fallback support
- Improved code organization, readability, and maintainability

## Key Changes
- ✅ Created src/features/ for business logic consolidation
- ✅ Created src/api/routes/ for modular API endpoints
- ✅ Added settings_simple.py for better dependency management
- ✅ 100% structure validation test pass rate
- ✅ Preserved all existing functionality and API compatibility

## Benefits
- Better separation of concerns
- Easier to add new features and routes
- Reduced coupling and circular dependencies
- Test-friendly modular architecture
- Human-readable code organization

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",0.3333333333333333,"Bad Identifier​, Complex, Long, or Inadequate Logic​, Inconsistent or Disrupted Formatting​","Complex, Long, or Inadequate Logic​","Bad Identifier​, Inconsistent or Disrupted Formatting​",,"Complex, Long, or Inadequate Logic​"
a5d90b927a90be69682284d9d31d376c5c4366b0,Update people service extensively for logic and readability,0.3333333333333333,"Complex, Long, or Inadequate Logic​, Inconsistent or Disrupted Formatting​","Complex, Long, or Inadequate Logic​, Unnecessary Code​",Inconsistent or Disrupted Formatting​,Unnecessary Code​,"Complex, Long, or Inadequate Logic​"
ab01f5b4ff6e61fd25e011d9fe4d77cf23755044,"Refactor test_all_nodes.py for improved clarity and functionality, enhancing message handling and output reporting.",0.3333333333333333,"Complex, Long, or Inadequate Logic​, Inadequate Logging and Monitoring​, Incomplete or Inadequate Code Documentation​",Inadequate Logging and Monitoring​,"Complex, Long, or Inadequate Logic​, Incomplete or Inadequate Code Documentation​",,Inadequate Logging and Monitoring​
ac1cc148c6e3108c6f7344764a196cafebbc7c98,Add EvaluationAgent with readability scoring,0.0,"Complex, Long, or Inadequate Logic​, Inadequate Logging and Monitoring​, Incomplete or Inadequate Code Documentation​",,"Complex, Long, or Inadequate Logic​, Inadequate Logging and Monitoring​, Incomplete or Inadequate Code Documentation​",,
b02284751f90662a88dfcaf5240dab067eba0ef4,"chore: update pytest version constraints in uv.lock

- Updated pytest version requirement from "">=7.0.0,<8.0.0"" to "">=7.0.0,<9.0.0"" in both the `requires-dist` and `provides-extras` sections of `uv.lock` to allow compatibility with newer versions.
- Cleaned up whitespace in various service files and test files for consistency and readability.",0.0,Missing Constant Usage​,"Wrong, Missing, or Inadequate String Expression or Literal​",Missing Constant Usage​,"Wrong, Missing, or Inadequate String Expression or Literal​",
b4428a75dd7c2ba62b4a7b63215eb6d89f0c8839,"refactor(extractors): use pep695 generics

- Parameterize `BaseExtractor` with a PEP 695 style type variable `T`
- Replace `Any` return type in `extract` with generic `T`
- Update `DummyExtractor` and tests to use concrete type `str`
- Replace loose `Any` usage in test mocks with more appropriate types
  like `object` and `dict[str, str]`
- Improve type clarity and prepare codebase for stricter static analysis",0.0,"Complex, Long, or Inadequate Logic​",Incomplete or Inadequate Code Documentation​,"Complex, Long, or Inadequate Logic​",Incomplete or Inadequate Code Documentation​,
b6d668fc664c5f376626f06acdf48f9f462884e2,"Implement Flow state export method (#2134)

This commit implements a method for exporting the state of a flow into a
JSON-serializable dictionary.

The idea is producing a human-readable version of state that can be
inspected or consumed by other systems, hence JSON and not pickling or
marshalling.

I consider it an export because it's a one-way process, meaning it
cannot be loaded back into Python because of complex types.",0.0,"Bad Identifier​, Wrong, Missing, or Inadequate String Expression or Literal​",Inadequate Logging and Monitoring​,"Bad Identifier​, Wrong, Missing, or Inadequate String Expression or Literal​",Inadequate Logging and Monitoring​,
b7074f5e1bfd37e5e66cd565e35f81cf209404e2,"Adjust chart visualization parameters for better readability and aesthetics

Co-authored-by: 283471711 <283471711@qq.com>",0.0,Incomplete or Inadequate Code Documentation​,"Wrong, Missing, or Inadequate String Expression or Literal​",Incomplete or Inadequate Code Documentation​,"Wrong, Missing, or Inadequate String Expression or Literal​",
b7c6d196df63b5cb4bb99fd838f6782d50d55300,Fix readability metrics applied per paragraph,0.0,Incomplete or Inadequate Code Documentation​,"Complex, Long, or Inadequate Logic​",Incomplete or Inadequate Code Documentation​,"Complex, Long, or Inadequate Logic​",
b85c85af97322e30427ca286c5541d98fddb7cf1,"refactor: update seed command to remove unused prompt descriptions and adjust email handling

- Removed descriptions from LLMPrompt entries to streamline prompt creation.
- Updated comments to reflect changes in promotional email handling, clarifying the removal of the third email option.
- Enhanced code clarity and maintainability in the seed command.",0.0,"Bad Identifier​, Complex, Long, or Inadequate Logic​","Incomplete or Inadequate Code Documentation​, Unnecessary Code​","Bad Identifier​, Complex, Long, or Inadequate Logic​","Incomplete or Inadequate Code Documentation​, Unnecessary Code​",
b992dd2baf305bb08d5d7ce6f097ecd2a1636457,"Fix flake8 linting errors in Order Tagging & Categorization

- Fix E501 line too long errors by breaking long lines
- Remove W293 blank line whitespace in service functions
- Maintain readability while adhering to 79 character limit
- All imports and functionality preserved

Co-Authored-By: auraconnectai@gmail.com <auraconnectai@gmail.com>",0.0,"Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​",,"Incomplete or Inadequate Code Documentation​, Inconsistent or Disrupted Formatting​",,
